Year,Id,Stage,Age,Sex,CurrentX,CurrentY,CurrentPatch
2000,1010131,juvenile,1,female,268.511849,12.036567,9
2000,1010130,juvenile,1,male,268.511849,12.036567,9
2000,1010129,juvenile,1,female,268.511849,12.036567,9
2000,1010160,juvenile,1,female,87.511154,169.011173,10
2000,1010159,juvenile,1,female,87.511154,169.011173,10
2000,1010158,juvenile,1,female,87.511154,169.011173,10
2000,1010157,juvenile,1,male,87.511154,169.011173,10
2000,1010156,juvenile,1,female,87.511154,169.011173,10
2000,1010155,juvenile,1,male,87.511154,169.011173,10
2000,1010154,juvenile,1,male,87.511154,169.011173,10
2000,1010153,juvenile,1,male,87.511154,169.011173,10
2000,1010152,juvenile,1,male,87.511154,169.011173,10
2000,1010151,juvenile,1,male,87.511154,169.011173,10
2000,1010150,juvenile,1,male,87.511154,169.011173,10
2000,1010149,juvenile,1,male,87.511154,169.011173,10
2000,1010148,juvenile,1,female,87.511154,169.011173,10
2000,1010147,juvenile,1,male,87.511154,169.011173,10
2000,1010146,juvenile,1,female,87.511154,169.011173,10
2000,1010145,juvenile,1,male,87.511154,169.011173,10
2000,1010176,juvenile,1,female,12.730539,0.909302,11
2000,1010175,juvenile,1,female,12.730539,0.909302,11
2000,1010174,juvenile,1,male,12.730539,0.909302,11
2000,1010173,juvenile,1,female,12.730539,0.909302,11
2000,1010172,juvenile,1,male,12.730539,0.909302,11
2000,1010171,juvenile,1,female,12.730539,0.909302,11
2000,1010170,juvenile,1,male,87.511154,169.011173,10
2000,1010169,juvenile,1,female,87.511154,169.011173,10
